codigo_proyecto,institucion financiante,programa,Instrumento,anio,nombre_proyecto,estado,Investigador,tipo_participación,institucion ejecutora,id institucion,tipo_participacion,region(es)_ejecución,region(es)_ejecución_rec,Taxonomia FIA,Taxonomia Cameron,Taxonomia_CORFO,Taxonomia Sector Aplicacion (propia),objetivos,objetivos_especificos
79130011,CONICYT,PAI,INSERCIÓN EN LA ACADEMIA,2013,SINTESIS Y CARACTERIZACION DE POLI(AMIDA)S Y POLI(IMIDA)S AROMATICAS DE ALTO RENDIMIENTO CON POSIBLES APLICACIONES COMO MEMBRANAS POLIMERICAS SEPARADORAS DE GASES Y TRATAMIENTO DE AGUA.,,ALAIN TUNDIDOR CAMBA,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,6,,9,,
79130049,CONICYT,PAI,INSERCIÓN EN LA ACADEMIA,2013,"ESTUDIO DE LA HUELLA DACTILAR QUIMICA DE AEROSOLES ATMOSFERICOS Y SU DEPOSICION SOBRE NIEVE PRESENTE EN GLACIARES ANTARTICOS Y SUB-ANTARTICOS: IDENTIFICACION DEL ORIGEN Y TRANSPORTE DE CONTAMINANTES, ASI COMO SU IMPACTO EN LA ABLACION DE GLACIARES Y SU RE",,MASIEL SUSANA CERON,Investigador Principal,Universidad Técnica Federico Santa María,240,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
79150013,CONICYT,PAI,IAC,2015,"FORTALECIMIENTO INVESTIGACION EN CENTRO SECANO Y DOCENCIA EN INGENIERIA FORESTAL E INGENIERIA EN BIOTECNOLOGIA DE LA UCM EN GENETICA, MEJORAMIENTO GENETICO, HIDROLOGIA Y FISIOLOGIA VEGETAL",,Sergio Enrique Espinoza Meza,Investigador Principal,Universidad Católica del Maule,106,BENEFICIARIA / DESARROLLADOR,,,,6,,9,,
79150024,CONICYT,PAI,IAC,2015,"ENFOQUES DE DESARROLLO Y PLANIFICACION TERRITORIAL: RELACIONES Y  COMPLICIDAD EN LA CREACION DE NUEVOS TERRITORIOS EN RIESGO, EN EL GRAN CONCEPCION-CHILE",,Alejandro José Lara San Martín,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,4,,9,,
80100015,CONICYT,PAI,ATRACCIÓN DE INVESTIGADORES DESDE EL EXTRANJERO,2010,"DETECCION DEL MARCADOR FISIOLOGICO AQUAPORIN, IMPLICADO EN LA ABSORCION Y TRANSPORTE DE AGUA EN LAS PLANTAS, CUANDO CRECEN CON ALTOS NIVELES DE SALINIDAD Y OTRO IONES...",,MICAELA CARVAJAL,Investigador Principal,Universidad de Tarapacá,311,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
80110001,CONICYT,PAI,ATRACCIÓN DE INVESTIGADORES DESDE EL EXTRANJERO,2011,ESTUDIO SOBRE LA DIVERSIDAD DE RIZOBACTERIAS EN ECOSISTEMAS NATURALES Y SU POTENCIAL BIOTECNOLOGICO PARA MEJORAR LA TOLERANCIA A LA SEQUIA DE CULTIVOS AGRICOLAS,,DAVID CROWLEY,Investigador Principal,Universidad de La Frontera,146,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
80120020,CONICYT,PAI,ATRACCIÓN DE INVESTIGADORES DESDE EL EXTRANJERO,2012,EVALUACION Y DISENO DE SISTEMAS AGRICOLAS RESEINTES AL CAMBIO CLIMATICO,,MIGUEL ALTIERI SOTO,Investigador Principal,Universidad de La Frontera,146,BENEFICIARIA / DESARROLLADOR,,,,7,,2,,
80120037,CONICYT,PAI,ATRACCIÓN DE INVESTIGADORES DESDE EL EXTRANJERO,2012,EFECTOS DE LAS OPERACIONES FORESTALES EN LAS TASAS DE TRANSPORTE DE SEDIMENTOS EN CUENCAS BAJO PLANTACIONES Y DE ALTERACIONES NATURALES EN LA DINAMICA DE SEDIMENTOS EN CUENCAS DE MONTANA,,JAMES BATHURST,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
80120038,CONICYT,PAI,ATRACCIÓN DE INVESTIGADORES DESDE EL EXTRANJERO,2012,MODELAMIENTO ESTOCASTICO PARA LA CUANTIFICACION DE LA INCERTIDUMBRE CON APLICACIONES A LOS ESTUDIOS DEL CAMBIO CLIMATICO,,FREDERI VIENS HASSON,Investigador Principal,Universidad de Valparaíso,179,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
80122022,CONICYT,PAI,ATRACCIÓN DE INVESTIGADORES DESDE EL EXTRANJERO,2012,SISTEMAS AVANZADOS DE PRODUCCION DE MICROALGAS A PARTIR DE EFLUENTES Y AGUAS RECIRCULADAS,,FRANCISCO ACIÉN FERNÁNDEZ,Investigador Principal,Universidad de Antofagasta,116,BENEFICIARIA / DESARROLLADOR,,,,6,,8,,
80130036,CONICYT,PAI,ATRACCIÓN DE INVESTIGADORES DESDE EL EXTRANJERO,2013,TECNOLOGIA ISOTOPICA PARA ENTENDER RESPUESTAS HIDROLOGICAS Y DE PRODUCCION DE SEDIMENTOS EN CUENCAS,,JEFFREY MCDONNELL,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,6,,8,,
14PRAE-33890,CORFO,EMPRENDIMIENTO,,2014,IMPLEMENTACIÓN DE PLANTA DE AGUA DE VERTIENTE,,,,EMBOTELLADORA OXA LIMITADA,#N/A,BENEFICIARIA / DESARROLLADOR,,,,,,,,
80150023,CONICYT,PAI,MEC,2015,EFECTOS DEL CAMBIO GLOBAL EN LOS RECURSOS HIDRICOS Y LA DINAMICA FLUVIAL EN CUENCAS MEDITERRANEAS,,Ramon J. Batalla Villanueva,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
82130046,CONICYT,PAI,APOYO AL RETORNO,2012,IMPACTS OF CLIMATE CHANGE ON LARGE OLD TREES PERSISTENCE,,ALVARO GUILLERMO GUTIERREZ ILABACA,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,7,,8,,
821320026,CONICYT,PAI,APOYO AL RETORNO,2013,ESTUDIO DEL ROL DEL FACTOR DE TRANSCRIPCION BZIP17 EN LA RESPUESTA A ESTRES OSMOTICO Y SEQUIA.,,NICOLÁS CIFUENTES,Investigador Principal,#N/A,#N/A,BENEFICIARIA / DESARROLLADOR,,,,6,,9,,
821320062,CONICYT,PAI,APOYO AL RETORNO,2013,USO DE RIEGO DEFICITARIO PARA MAXIMIZAR LA EFICIENCIA DEL USO DEL AGUA DE RIEGO EN UVA DE MESA,,ARTURO CALDERON,Investigador Principal,#N/A,#N/A,BENEFICIARIA / DESARROLLADOR,,,,4,,2,,
AF10I1159,CONICYT,FONDEF,,2009,"Estimación de Demandas Hídricas Mediante Sensores Remotos, una Herramienta al Manejo de Agua en la Agricultura",T,,,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,Bío Bío,8,Riego y drenaje; Agricultura de precisión; Tecnologías de información y comunicación (TICs),,,2,Desarrollar y  evaluar una metodología que permita determinar  evapotranspiración utilizando información espacialmente distribuida en la agricultura.,
AF10I1190,CONICYT,FONDEF,,2011,"Teledetección Aplicada para Optimizar el uso del Agua y Energía en Frutales y Vides, desarrollo de una Plataforma Geo-Informática",T,,,Universidad de Talca,174,BENEFICIARIA / DESARROLLADOR,Maule ,7,Tecnologías de información y comunicación (TICs); Educación / capacitación; Gestión; Eficiencia energética; Eficiencia hídrica; Optimización / modelamiento matemático,,,2,Utilizar técnicas de teledetección y modelamiento bio-matemático para desarrollar una plataforma geo-informática que permita optimizar el uso de agua y energía en huertos frutales (olivos y manzanos),"Calibrar y validar los algoritmos biomatemáticos de METRIC y SEBAL para estimar el consumo de agua (evapotranspiración actual) de huertos (olivos y manzanos) y viñedos utilizando imágenes satelitales. Desarrollar una metodología que permita determinar los coeficientes de cultivo (Kc) para las principales etapas fenológicos del manzano, vid y olivo considerando la variabilidad espacial. Desarrollar una plataforma geoinformática para la gestión hídrica basada en información agrometeorológica y satelitalDesarrollar un paquete tecnológico que permita masificar la programación del riego basada en la información obtenida de la plataforma geoinformática. Desarrollar un programa de capacitación de recurso humano para el uso de la plataforma geoinformática. Formar capital humano en el uso de teledetección aplicada para la gestión hídrica"
AF10I1253,CONICYT,FONDEF,,2014,Aquasat: un Servicio Integrado para el Manejo Sitio-Específico del Agua de Riego,T,,,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,Bío Bío,8,Riego y drenaje; Eficiencia hídrica,,,2,Desarrollar y validar un servicio integrado para el manejo sitio-específico del agua para riego.,
AF10I1449,CONICYT,FONDEF,,2014,Implementación de Técnicas de Captación y Aprovechamiento de Agua para la Agricultura,T,,,Pontificia Universidad Católica de Valparaíso,69,BENEFICIARIA / DESARROLLADOR,Valparaíso,5,Extensión y difusión tecnológica; Modelo de negocio; Recursos hídricos,,,2,,
AF10I1538,CONICYT,FONDEF,,2016,Dispositivo de Riego Inteligente de Bajo Costo para el Uso Eficiente del Agua,T,,,Universidad de Talca,174,BENEFICIARIA / DESARROLLADOR,Maule ,7,Riego y drenaje,,,2,,
BMBF20140052,CONICYT,PCI,INVESTIGACIÓN CONJUNTA,2014,"RESPONSES OF GLACIERS, BIOSPHERE AND HYDROLOGY TO CLIMATE VARIABILITY ACROSS THE SOUTHERN ANDES (GABY-VASA)",,Gino  Casassa Rogazinski,Investigador Principal,Universidad de Magallanes,153,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
CA13I10102,CONICYT,FONDEF,PROGRAMA IDEA - CIENCIA APLICADA,2013,MODELO DINAMICO DE DEMANDA HIDRICA APLICABLE A LA GESTION DE RECURSOS HIDRICOS A NIVEL DE CUENCA,,RODRIGO FUSTER GÓMEZ,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,4,,8,,
CA13I10190,CONICYT,FONDEF,PROGRAMA IDEA - CIENCIA APLICADA,2013,SUBESTIMACION DE LAS PRECIPITACIONES EXTREMAS SOBRE DURACIONES CORTAS: CUANTIFICACION DE HIPOTESIS E XPLICATIVAS Y PROPUESTA METODOLOGICA PRELIMINAR,,CLAUDIO MEIER VARGAS,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
CI-225,CORFO,INCENTIVO TRIBUTARIO I+D,INCENTIVO TRIBUTARIO,2013,ESTIMACIÓN DE DEMANDAS HÍDRICAS MEDIANTE SENSORES REMOTOS. UNA HERRAMIENTA AL MANEJO DE AGUA EN EL CULTIVO DE REMOLACHA.,,,,Iansagro SA,1314,BENEFICIARIA / DESARROLLADOR,,,,,,2,,
D09I1069,CONICYT,FONDEF,CONCURSO ANUAL DE I+D,2010,ESTIMACION DE DEMANDAS HIDRICAS MEDIANTE SENSORES REMOTOS. UNA HERRAMIENTA AL MANEJO DE AGUA EN LA A GRICULTURA,,EDUARDO HOLZAPFEL HOCES,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
D10ER1004,CONICYT,FONDEF,PROGRAMA ENERGÍA RENOVABLE NO CONVENCIONALES,2010,"UNIDAD MODULAR DE CONTROL AMBIENTAL, RIEGO E ILUMINACION PARA LA PRODUCCION DE ALMACIGOS BAJO LOS CONCEPTOS DE CERO EMISIONES, EFICIENCIA ENERGETICA, ENERGIAS LIMPIAS Y RENOVABLES",,ALBERTO HORLACHER NEUMANN,Investigador Principal,Universidad Técnica Federico Santa María,240,BENEFICIARIA / DESARROLLADOR,,,,4,,9,,
D10I1051,CONICYT,FONDEF,CONCURSO ANUAL DE I+D,2010,SISTEMA DE SOPORTE A LA TOMA DE DECISIONES PARA REDUCIR LA VULNERABILIDAD FRENTE A VARIABILIDAD Y CA MBIO CLIMATICO EN AGRICULTURA DE RIEGO,,FRANCISCO MEZA DABANCENS,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,7,,2,,
D10I1157,CONICYT,FONDEF,CONCURSO ANUAL DE I+D,2010,"TELEDETECCION APLICADA PARA OPTIMIZAR EL USO DEL AGUA Y ENERGIA EN FRUTALES Y VIDES, DESARROLLO DE U NA PLATAFORMA GEO-INFORMATICA",,SAMUEL ORTEGA FARIAS,Investigador Principal,Universidad de Talca,174,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
D10R1005,CONICYT,FONDEF,PROGRAMA FONDEF REGIONAL DE  I+D,2010,SISTEMA DE SOPORTE A LA TOMA DE DECISIONES PARA LA GESTION SUSTENTABLE DEL ACUIFERO DE AZAPA,,RODRIGO FUSTER GÓMEZ,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,4,,8,,
D10R1017,CONICYT,FONDEF,PROGRAMA FONDEF REGIONAL DE  I+D,2010,CONTRUCCION DE UNA OFERTA DE METODOS FORMALES DE RELACION CON LAS COMUNIDADES PARA LA DISMINUCION DE L RIESGO DE LA INVERSION MINERA,,SANTIAGO GONZALEZ LARRAÍN,Investigador Principal,Universidad Central de Chile,109,BENEFICIARIA / DESARROLLADOR,,,,5,,9,,
D10R1026,CONICYT,FONDEF,PROGRAMA FONDEF REGIONAL DE  I+D,2010,"DESARROLLO E IMPLEMENTACION DE UN INNOVADOR PAQUETE TECNOLOGICO PARA LA PRODUCCION DE HORTALIZAS QUE DE SUSTENTABILIDAD AL ACUIFERO DEL RIO SAN JOSE, REGION DE ARICA Y PARINACOTA",,PILAR MAZUELA AGUILA,Investigador Principal,Universidad de Tarapacá,311,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
D11I1161,CONICYT,FONDEF,CONCURSO ANUAL DE I+D,2011,"EUCAHYDRO: HERRAMIENTAS PARA EVALUACION TEMPRANA DE GENOTIPOS DE EUCALYPTUS DE MAYOR EFICIENCIA EN E L USO, CONSUMO DE AGUA Y RESISTENCIA A LA SEQUIA",,RAFAEL RUBILAR PONS,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,6,,1,,
DIP150003,CONICYT,REGIONAL,Diplomados CTi,2015,GESTION DE RECURSOS HIDRICOS EN EL SECTOR AGROALIMENTARIO,,JORGE JARA RAMIREZ,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,4,,2,,
ECOS150045,CONICYT,PCI,MOVILIDAD,2015,"DISTRIBUTION, REACTIVITY AND TRANSFER OF METALS/METALLOIDS IN SURFACE WATERS OF ANDEAN RIVERS – AN INNOVATIVE AND COMPARATIVE APPROACH FOR SUSTAINABLE WATER MANAGEMENT",,Pablo Pasten Gonzalez,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,4,,9,,
EQM120039,CONICYT,FONDEQUIP,CONCURSO DE EQUIPAMIENTO CIENTIFICO MEDIANO,2012,"BALANCE DE CARBONO Y PRODUCTIVIDAD DE LOS BOSQUES MILENARIOS DE FITZROYA CUPRESSOIDES EN EL SUR DE CHILE, ANTE ESCENARIOS DE CAMBIO CLIMATICO",,,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,7,,1,,
EQM120202,CONICYT,FONDEQUIP,CONCURSO DE EQUIPAMIENTO CIENTIFICO MEDIANO,2012,"EVALUACION DEL COMPORTAMIENTO DE LA POBLACION MICROBIANA EN EL PROCESO DE DIGESTION ANAEROBIA DE LOS LODOS PROVENIENTES DE PLANTAS DE TRATAMIENTOS DE AGUA, PRE TRATADOS A TRAVES DE HIDROLISIS TERMICA",,,Investigador Principal,Pontificia Universidad Católica de Valparaíso,69,BENEFICIARIA / DESARROLLADOR,,,,6,,5,,
EQM130202,CONICYT,FONDEQUIP,CONCURSO DE EQUIPAMIENTO CIENTIFICO MEDIANO,2013,IMPLEMENTACION DE UN LISIMETRO DE ALTA RESOLUCION PARA ESTUDIOS SOBRE DINAMICA DE AGUA Y SU EFICIENCIA DE USO EN ANDISOLES BAJO USO AGRICOLA,,,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
EQM140091,CONICYT,FONDEQUIP,CONCURSO DE EQUIPAMIENTO CIENTIFICO MEDIANO,2014,BOMBA HIDRAULICA DE ALTA PRESION Y ALTO CAUDAL,,,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,6,,9,,
EQM150018,CONICYT,FONDEQUIP,Concurso de Equipamiento Científico y Tecnológico Mediano,2015,INCORPORACION DE PARAMETROS ISOTOPICOS Y NUTRICIONALES DE RAPIDA DETERMINACION PARA EVALUAR LA SUSTENTABILIDAD HIDRICA Y NUTRICIONAL DE ESPECIES FORESTALES.,,Rafael Rubilar Pons,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,6,,1,,
EQM150078,CONICYT,FONDEQUIP,Concurso de Equipamiento Científico y Tecnológico Mediano,2015,AVANCE FRONTAL VRI (TASA VARIABLE DE RIEGO). UNA HERRAMIENTA PARA LA APLICACION DE RIEGO SITIO ESPECIFICO.,,Luis Lagos Roa,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
GROW130001,CONICYT,PCI,GROW,2014,MINING DUST AND BLACK CARBON: UNDERSTANDING ANTHROPOGENIC IMPACTS ON SNOW-MELT HYDROLOGY AND WATER-QUALITY IN THE CHILEAN ANDES,,James Peter McPhee Torres,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
ID14I10309,CONICYT,FONDEF,PROGRAMA IDEA - CIENCIA APLICADA,2014,INVESTIGACION Y DESARROLLO DE MODELOS PARA CUANTIFICAR Y MITIGAR EL RIESGO DE EVENTOS NATURALES EN L A RED VIAL NACIONAL,,MARCELA CHAMORRO GINE,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,4,,8,,
ID15I10086,CONICYT,FONDEF,IDeA,2015,.EQUIPO DE TRATAMIENTO DE AGUAS PARA LA REMOCION DE ARSENICO MEDIANTE NANOMATERIALES Y ENERGIA SOLAR (SOLARSENIC).,,ANDREINA GARCIA GONZALEZ,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,6,,5,,
ID15I10291,CONICYT,FONDEF,IDeA,2015,NUEVA TECNOLOGIA PARA AUMENTAR LA RECUPERACION DE AGUA EN PLANTAS CONCENTRADORAS DE MINERALES DE COB RE,,FERNANDO BETANCOURT CERDA,Investigador Principal,Universidad de Concepción,127,BENEFICIARIA / DESARROLLADOR,,,,6,,6,,
ID15I10348,CONICYT,FONDEF,IDeA,2015,FIREFLY: DISPOSITIVO MOVIL INMERSO Y EMISOR DE LUZ EN LONGITUDES DE ONDA E INTENSIDADES ESPECIFICAS PARA CULTIVOS FOTOSINTETICOS,,CESAR SAEZ NAVARRETE,Investigador Principal,Pontificia Universidad Católica de Chile,67,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
ID15I10387,CONICYT,FONDEF,IDeA,2015,DESARROLLO DE MALLA EFICIENTE PARA ATRAPANIEBLAS,,Jacques Dumais,Investigador Principal,Universidad Adolfo Ibáñez,88,BENEFICIARIA / DESARROLLADOR,,,,6,,9,,
ID15I10487,CONICYT,FONDEF,IDeA,2015,DESARROLLO DE UNA TECNOLOGIA ANTI-INCRUSTANTE UTILIZANDO UN CAMPO MAGNETICO ESTATICO PARA EL CONTROL DEL BIOFOULING EN TUBERIAS UTILIZADAS EN EL TRANSPORTE DE AGUA DE MAR PARA USO INDUSTRIAL,,MANUEL ZAPATA ARCOS,Investigador Principal,Centro de Investigación Científica y Tecnológica para la Minería,7866,BENEFICIARIA / DESARROLLADOR,,,,6,,9,,
ID15I10489,CONICYT,FONDEF,IDeA,2015,INNOVACION Y AJUSTES A LA TECNOLOGIA DE CULTIVO DE TRUCHA FARIO (SALMO TRUTTA) PARA LA PRODUCCI ON DE TROFEOS RECREATIVOS CON FINES DE REPOBLAMIENTO,,JAVIER MARIN FLORES,Investigador Principal,Universidad de Los Lagos,152,BENEFICIARIA / DESARROLLADOR,,,,6,,4,,
ID15I10623,CONICYT,FONDEF,IDeA,2015,DESARROLLO DE SENSORES OPTICOS TERRESTRES Y AEREOS A BORDO DE UAVS PARA EL MONITOREO DE ALBEDO EN GL ACIARES,,GINO CASASSA ROGAZINSKI,Investigador Principal,Universidad de Magallanes,153,BENEFICIARIA / DESARROLLADOR,,,,6,,8,,
IT13I10038,CONICYT,FONDEF,PROGRAMA IDEA - INVESTIGACION TECNOLOGICA,2013,DESARROLLO DE UN SISTEMA MOVIL PARA LA GENERACION DE MAPAS TERMICOS QUE PERMITAN UN MANEJO OPTIMO DE L RIEGO,,CARLOS POBLETE ECHEVERRÍA,Investigador Principal,Universidad de Talca,174,BENEFICIARIA / DESARROLLADOR,,,,6,,2,,
IT14I10037,CONICYT,FONDEF,IDeA,2014,DESARROLLO DE UN SISTEMA DE CULTIVO HIBRIDO DE PRODUCCION DE BIOMASA MICROALGAL DE CALIDAD .PREMIUM. PARA LA INDUSTRIA ACUICOLA Y AGRICOLA UTILIZANDO AGUAS RESIDUALES EN ZONAS COSTERAS DESERTICAS,,CLAUDIA SEPULVEDA VEGA,Investigador Principal,Universidad de Antofagasta,116,BENEFICIARIA / DESARROLLADOR,,,,6,,9,,
IT14I10086,CONICYT,FONDEF,IDeA,2014,SISTEMA DE GESTION DE RIESGOS AGROCLIMATICOS PARA LA ADAPTACION A NUEVOS ESCENARIOS CLIMATICOS,,FERNANDO SANTIBAÑEZ QUEZADA,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,4,,8,,
IT14I10099,CONICYT,FONDEF,IDeA,2014,KIMGEN LAB: LABORATORIO VIRTUAL DE RIESGOS NATURALES DE CHILE,,FERNANDO PEÑA CORTES,Investigador Principal,Universidad Católica de Temuco,104,BENEFICIARIA / DESARROLLADOR,,,,4,,9,,
MR/N026462/1,CONICYT,PCI,INVESTIGACIÓN CONJUNTA,2015,"GLACIAL LAKE OUTBURST FLOODS (GLOF’S) IN CHILE: PROCESSES, HAZARDS AND PREDICTION",,Marius Schaefer,Investigador Principal,Universidad Austral de Chile,94,BENEFICIARIA / DESARROLLADOR,,,,2,,8,,
MR/N026721/1,CONICYT,PCI,INVESTIGACIÓN CONJUNTA,2015,DISASTER MANAGEMENT AND RESILIENCE IN ELECTRIC POWER SYSTEMS.,,Rodrigo Moreno,Investigador Principal,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,,,,4,,9,,
PI-558,CORFO,INCENTIVO TRIBUTARIO I+D,INCENTIVO TRIBUTARIO,2013,"INVESTIGACIÓN Y DESARROLLO DE PROCESOS MINEROS, USO EFICIENTE DE AGUA Y ENERGÍA",,,,JRI INGENIERIA S. A.,7969,BENEFICIARIA / DESARROLLADOR,,,,,,6,,
PYT-2008-0167,FIA,FIA,,2008,Implementación de Mejoras Tecnológicas para Hortalizas del Valle de Huasco,F,,,"Corporación de Desarrollo Social del Sector Rural, Codesser Atacama  ",932,BENEFICIARIA / DESARROLLADOR,Atacama ,3,Manejo productivo; Riego y drenaje; Suelos y fertilidad; Educación / capacitación; Asociatividad; Sanidad vegetal,,,2,"Fomentar el uso correcto de tecnologías de riego, nutrición y sanidad vegetal para mejorar la producción hortícola del Valle del Huasco.                                                                                                                                                                  "," Diagnosticar falencias técnicas del sector hortícola del Vall;; Actualizar y complementar los conocimientos técnicos de horticultores, capacitándolos en el uso eficiente del agua y fertilizantes con tecnologías de riego tradicional y tecnificado ; Promover los beneficios económicos e hidrológicos del uso eficiente del agua de riego, fertilizantes y productos fitosanitarios.; Fomentar la introducción y uso de técnicas para estimar demanda hídrica de los cultivos, necesidades de aplicaciones de fitosanitarios y fertilizantes para mejorar los actuales sistemas productivos de hortalizas. ; Capacitar y apoyar a los agricultores en la elaboración de programas basados en las técnicas propuestas en el objetivo específico ;"
PYT-2008-0216,FIA,FIA,,2008,Prospección y Desarrollo de Germoplasma Varietal de Especies Frutales de bajo rendimiento hídrico para aumentar la Rentabilidad del Agua en el Norte Chico,F,,,Universidad de Chile,125,BENEFICIARIA / DESARROLLADOR,"Atacama, Coquimbo",3.4,Riego y drenaje; Eficiencia hídrica; Extensión y difusión tecnológica; Variedades / ecotipos / razas,,,2,"Establecer un repositorio de variedades y especies frutales de bajo requerimiento hídrico (higuera, granado, palma datilera, pitahaya, tamarillo y tuna) en el Norte Chico, validarlas para las diferentes condiciones edafo-climáticas de la zona y difundir información técnico-económica de su cultivo con el fin de(i) aumentar la rentabilidad del agua, (ii) ampliar los terrenos frutícolas y (iii) disminuir el consumo de agua y energía.","Establecer y desarrollar un repositorio de variedades de 6 especies frutales de bajo requerimiento hídrico en el Campo Experimental Las Cardas (CEAL; en la Región de Coquimbo en base a germoplasma presente en Chile e introducido desde el extranjero.Determinar la eficiencia en el uso del agua (EU, el coeficiente de evapotranspiración de cultivo (K;, y la tolerancia a la sequía (TS) de las especies estudiadas.Evaluar la adaptabilidad del material genético estudiado en seis sectores representativos de las condiciones edafoclimáticas del Norte Chico por medio del establecimiento de parcelas piloto.Recopilar información técnicoeconómica y comercial, y cruzarla con la información generada por el proyecto para divulgarla de manera digital (página we;, oral (seminarios y días de campo) y escrita (libro técnico, artículos de prens."
PYT-2009-0216,FIA,FIA,,2009,Incorporación de Sistema de Reutilización de Agua al Proceso de Obtención de Quínoa en Grano Desaponificada,F,,,Agrícola Las Nieves Ltda.  ,935,BENEFICIARIA / DESARROLLADOR,Bernardo O´higgins,6,Asociatividad; Descontaminación; Eficiencia hídrica; Tecnologías de proceso,,,2,"Implementar  un  método  que permita tratar las aguas de proceso y reutilizarlas en este, en la etapa que corresponda.                                                                                                                                                                  "," Utilizar el volumen adecuado de agua en el proceso, para asegurar calida;; Utilizar razonablemente el recurso agu; Minimizar la descarga de saponina aldrenaj;"
PYT-2009-0259,FIA,FIA,,2009,Técnicas de inteligencia artificial para el uso eficiente del agua y fertilizantes en plantaciones de arándanos utilizando redes de sensores inalámbricos,F,,,Universidad Católica de la Santísima Concepción,103,BENEFICIARIA / DESARROLLADOR,Bío Bío,8,Riego y drenaje; Agricultura de precisión; Tecnologías de información y comunicación (TICs),,,2,"Crear un sistema para controlar de manera eficiente la irrigación y fertilización en plantaciones de arándanos, basado en técnicas de inteligencia artificial, a partir de las mediciones en el suelo, el ambiente y las plantas, hechas por una red de sensores inalámbricos en la plantación y fuente de agua.  El sistema incluye una interfaz para la interacción y monitoreo remoto.  Se espera disminuir costes y mejorar la producción, como consecuencia del buen uso del agua y los fertilizantes.  Se pretende que las plantas reciban sólo lo necesario para su favorable desarrollo.","Disenar la arquitectura del sistema, considerando riego por goteo.;Desarrollar un software de simulación básico de una plantación de arándanos, incluyendo sensores y riego simulado para implementar y evaluar técnicas inteligentes de planificación y aprendizaje para el riego.;Establecer un ensayo de plantación de arándanos en edad productiva para la investigación.Incluye instalar:sistema de riego, red de sensores, sistema de fertilización y la interfaz para la interacción con el software de planificación, aprendizake y monitoreo, para implementar y evaluar técnicas inteligentes en el ensayo de plantación.;Desarrollar un prototipo de todos los sistemas.;Implementación y prueba del prototipo en una plantación comercial de arándanos."
